Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality,Year,Month,Day,DayOfWeek,Quarter,IsWeekend,PRICE_DIFF,PRICE_RATIO,DISCOUNTED_PRICE,INVENTORY_COVERAGE,STOCK_GAP,PROMO_DISCOUNT,HIGH_DISCOUNT_FLAG,COMPETITOR_CHEAPER,MONTH_SIN,MONTH_COS,DOW_SIN,DOW_COS
0,12,4,2,96,42,85,43.6,0,0,0,46.31,1,2022,1,1,5,1,1,-2.710000000000001,0.9215810610864511,43.6,1.1162790697674418,11,0,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
0,13,0,3,193,12,187,78.11,0,3,0,80.06,1,2022,1,1,5,1,1,-1.9500000000000028,0.9636072045398469,78.11,1.0265957446808511,6,0,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
0,14,0,1,379,369,154,92.99,15,2,0,95.8,3,2022,1,1,5,1,1,-2.8100000000000023,0.9606404958677686,79.0415,2.445161290322581,225,0,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
0,15,1,1,363,255,69,21.9,5,0,1,20.27,0,2022,1,1,5,1,1,1.629999999999999,1.0296191819464033,20.804999999999996,5.185714285714286,294,5,0,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
0,16,4,3,318,246,177,21.07,20,3,0,16.49,3,2022,1,1,5,1,1,4.580000000000002,1.2046883933676387,16.856,1.7865168539325842,141,0,1,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
0,17,0,2,241,151,47,19.57,5,0,0,23.13,0,2022,1,1,5,1,1,-3.5599999999999987,0.8110236220472441,18.5915,5.020833333333333,194,0,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
0,18,0,0,352,257,186,73.28,10,0,0,77.26,3,2022,1,1,5,1,1,-3.980000000000004,0.9363659596217735,65.952,1.8823529411764706,166,0,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
0,19,4,0,274,99,166,30.24,5,0,0,27.1,1,2022,1,1,5,1,1,3.139999999999997,1.0761565836298932,28.727999999999998,1.6407185628742516,108,0,0,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
1,0,3,2,343,104,144,32.8,20,3,1,30.78,1,2022,1,1,5,1,1,2.019999999999996,1.0320956576463183,26.24,2.3655172413793104,199,20,1,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
1,1,0,3,373,141,151,46.16,10,1,1,45.21,3,2022,1,1,5,1,1,0.9499999999999957,0.9989179831205366,41.544,2.4539473684210527,222,10,0,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
1,2,2,0,445,182,119,20.46,20,2,1,22.0,1,2022,1,1,5,1,1,-1.5399999999999991,0.8895652173913043,16.368000000000002,3.7083333333333335,326,20,1,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
1,3,4,3,191,63,115,26.19,0,0,0,28.06,0,2022,1,1,5,1,1,-1.8699999999999974,0.9012388162422574,26.19,1.646551724137931,76,0,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
1,4,4,3,281,156,25,83.29,20,1,0,80.64,0,2022,1,1,5,1,1,2.6500000000000057,1.0202106810387066,66.632,10.807692307692308,256,0,1,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
1,5,2,1,492,250,168,85.59,20,0,0,86.82,3,2022,1,1,5,1,1,-1.2299999999999898,0.9746071509906629,68.47200000000001,2.911242603550296,324,0,1,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
1,6,3,3,460,393,70,91.13,5,3,0,93.33,2,2022,1,1,5,1,1,-2.200000000000003,0.9660765398070603,86.5735,6.47887323943662,390,0,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
1,7,1,3,304,29,99,66.96,20,2,0,65.36,2,2022,1,1,5,1,1,1.5999999999999943,1.0090415913200723,53.568,3.04,205,0,1,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
1,8,0,2,113,9,84,81.29,5,1,1,82.06,3,2022,1,1,5,1,1,-0.769999999999996,0.97869010353961,77.2255,1.3294117647058823,29,5,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
1,9,1,1,157,126,181,60.84,0,2,1,65.22,3,2022,1,1,5,1,1,-4.3799999999999955,0.9187556629417095,60.84,0.8626373626373627,-24,0,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
1,10,3,3,67,13,33,34.62,0,2,1,33.98,0,2022,1,1,5,1,1,0.6400000000000006,0.9897084048027445,34.62,1.9705882352941178,34,0,0,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
1,11,3,0,281,25,136,19.56,5,1,1,19.01,3,2022,1,1,5,1,1,0.5499999999999972,0.977511244377811,18.581999999999997,2.051094890510949,145,5,0,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
1,12,0,0,389,283,177,57.78,20,0,0,58.5,1,2022,1,1,5,1,1,-0.7199999999999989,0.97109243697479,46.224000000000004,2.1853932584269664,212,0,1,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
1,13,1,0,465,359,77,91.28,20,0,0,90.85,2,2022,1,1,5,1,1,0.4300000000000068,0.9937942297223735,73.024,5.961538461538462,388,0,1,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
1,14,4,2,197,129,94,59.9,15,3,1,55.23,3,2022,1,1,5,1,1,4.670000000000002,1.065267650720256,50.915,2.0736842105263156,103,15,0,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
1,15,4,2,242,63,85,45.65,20,1,1,42.17,1,2022,1,1,5,1,1,3.479999999999997,1.0574473013666899,36.52,2.813953488372093,157,20,1,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
1,16,3,3,398,373,92,11.71,20,0,1,10.0,3,2022,1,1,5,1,1,1.7100000000000009,1.0645454545454547,9.368,4.279569892473118,306,20,1,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
1,17,3,1,234,160,140,58.84,5,0,0,54.39,2,2022,1,1,5,1,1,4.450000000000003,1.062285611121141,55.898,1.6595744680851063,94,0,0,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
1,18,4,0,67,15,186,84.99,5,3,1,81.02,3,2022,1,1,5,1,1,3.969999999999999,1.0362106803218727,80.7405,0.3582887700534759,-119,5,0,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
1,19,4,3,221,101,38,87.1,0,1,1,91.56,1,2022,1,1,5,1,1,-4.460000000000008,0.9410112359550561,87.1,5.666666666666667,183,0,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2,0,4,2,241,147,180,67.21,5,3,1,67.39,2,2022,1,1,5,1,1,-0.18000000000000682,0.9827460154993419,63.84949999999999,1.3314917127071824,61,5,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2,1,1,3,115,4,169,28.2,10,3,1,25.63,1,2022,1,1,5,1,1,2.5700000000000003,1.0589560645888096,25.38,0.6764705882352942,-54,10,0,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2,2,3,2,375,77,145,56.16,10,3,1,57.16,1,2022,1,1,5,1,1,-1.0,0.9656121045392022,50.544,2.5684931506849313,230,10,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2,3,4,2,153,31,145,89.53,20,1,1,93.6,3,2022,1,1,5,1,1,-4.069999999999993,0.9464059196617337,71.62400000000001,1.047945205479452,8,20,1,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2,4,0,3,438,325,20,97.95,20,3,0,93.54,3,2022,1,1,5,1,1,4.409999999999997,1.0360693886185741,78.36000000000001,20.857142857142858,418,0,1,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2,5,3,1,456,163,22,76.37,5,1,1,71.38,2,2022,1,1,5,1,1,4.990000000000009,1.0551257253384914,72.5515,19.82608695652174,434,5,0,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2,6,1,1,189,34,107,86.99,15,1,1,90.5,2,2022,1,1,5,1,1,-3.510000000000005,0.9507103825136611,73.94149999999999,1.75,82,15,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2,7,4,1,223,47,107,66.53,15,0,1,70.46,1,2022,1,1,5,1,1,-3.9299999999999926,0.9310103554436049,56.5505,2.064814814814815,116,15,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2,8,3,2,381,15,184,74.86,15,2,1,73.93,3,2022,1,1,5,1,1,0.9299999999999926,0.9990657947417588,63.631,2.0594594594594593,197,15,0,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2,9,3,2,166,126,124,97.09,5,1,1,95.8,2,2022,1,1,5,1,1,1.2900000000000063,1.002995867768595,92.2355,1.328,42,5,0,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2,10,4,0,292,232,155,56.19,0,2,1,57.85,3,2022,1,1,5,1,1,-1.6600000000000037,0.9548003398470688,56.19,1.8717948717948718,137,0,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2,11,1,1,311,175,55,90.38,20,0,0,89.52,2,2022,1,1,5,1,1,0.8599999999999994,0.9984533804684048,72.304,5.553571428571429,256,0,1,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2,12,2,1,51,17,172,73.98,20,0,1,76.65,2,2022,1,1,5,1,1,-2.6700000000000017,0.9527366387636832,59.184000000000005,0.2947976878612717,-121,20,1,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2,13,1,2,398,369,26,79.03,5,1,0,82.51,1,2022,1,1,5,1,1,-3.480000000000004,0.9463537300922045,75.07849999999999,14.74074074074074,372,0,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2,14,0,3,445,260,24,27.72,5,2,0,23.28,0,2022,1,1,5,1,1,4.439999999999998,1.1416803953871497,26.333999999999996,17.8,421,0,0,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2,15,3,2,487,347,93,98.18,15,1,0,99.58,3,2022,1,1,5,1,1,-1.3999999999999915,0.9761383972956851,83.453,5.180851063829787,394,0,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2,16,0,0,429,150,168,27.1,5,0,1,27.4,1,2022,1,1,5,1,1,-0.29999999999999716,0.9542253521126761,25.745,2.5384615384615383,261,5,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2,17,4,3,204,70,170,97.08,15,2,1,94.88,3,2022,1,1,5,1,1,2.200000000000003,1.0125156445556946,82.518,1.1929824561403508,34,15,0,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2,18,0,0,330,249,37,26.71,15,0,1,24.81,2,2022,1,1,5,1,1,1.9000000000000021,1.0348702053467649,22.703500000000002,8.68421052631579,293,15,0,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2,19,1,1,431,370,99,95.85,20,0,1,95.7,1,2022,1,1,5,1,1,0.14999999999999147,0.9912099276111684,76.67999999999999,4.31,332,20,1,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
3,0,4,2,477,271,66,15.62,15,3,0,16.09,3,2022,1,1,5,1,1,-0.47000000000000064,0.9139847864248098,13.277,7.119402985074627,411,0,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
3,1,0,1,462,180,183,41.13,5,3,0,45.05,0,2022,1,1,5,1,1,-3.9199999999999946,0.8931596091205213,39.0735,2.510869565217391,279,0,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
3,2,0,3,446,344,27,89.32,20,0,0,93.0,0,2022,1,1,5,1,1,-3.680000000000007,0.9502127659574467,71.456,15.928571428571429,419,0,1,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
3,3,3,3,437,0,160,87.23,10,3,0,90.36,1,2022,1,1,5,1,1,-3.1299999999999955,0.9547942206654991,78.507,2.7142857142857144,277,0,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
3,4,3,1,397,200,172,81.72,0,2,1,85.22,1,2022,1,1,5,1,1,-3.5,0.9478079331941545,81.72,2.2947976878612715,225,0,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
3,5,1,0,470,382,195,41.35,10,2,0,39.86,2,2022,1,1,5,1,1,1.490000000000002,1.0119921683798336,37.215,2.3979591836734695,275,0,0,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
3,6,1,3,264,190,139,67.26,20,0,0,64.78,2,2022,1,1,5,1,1,2.480000000000004,1.0224992398905444,53.80800000000001,1.8857142857142857,125,0,1,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
3,7,2,2,250,51,137,85.88,20,2,1,86.14,3,2022,1,1,5,1,1,-0.2600000000000051,0.9855405095249024,68.704,1.8115942028985508,113,20,1,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
3,8,2,1,63,40,73,59.23,10,1,1,61.1,2,2022,1,1,5,1,1,-1.8700000000000045,0.9537842190016103,53.306999999999995,0.8513513513513513,-10,10,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
3,9,3,0,447,104,96,33.48,15,0,0,37.15,2,2022,1,1,5,1,1,-3.6700000000000017,0.8775884665792922,28.457999999999995,4.608247422680412,351,0,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
3,10,1,3,205,46,27,54.84,0,3,1,57.76,1,2022,1,1,5,1,1,-2.9199999999999946,0.9332879509870661,54.84,7.321428571428571,178,0,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
3,11,1,1,349,9,165,14.25,5,1,1,18.56,1,2022,1,1,5,1,1,-4.309999999999999,0.7285276073619632,13.5375,2.102409638554217,184,5,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
3,12,2,0,191,56,65,61.81,0,3,0,63.92,0,2022,1,1,5,1,1,-2.1099999999999994,0.9520948860135552,61.81,2.893939393939394,126,0,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
3,13,1,3,406,63,139,66.94,10,2,1,68.47,3,2022,1,1,5,1,1,-1.5300000000000011,0.9635814020440477,60.246,2.9,267,10,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
3,14,0,2,228,181,127,60.54,5,0,0,65.27,0,2022,1,1,5,1,1,-4.729999999999997,0.9135355364418289,57.513,1.78125,101,0,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
3,15,3,2,263,94,24,94.26,15,1,0,96.74,2,2022,1,1,5,1,1,-2.4799999999999898,0.9643953345610805,80.12100000000001,10.52,239,0,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
3,16,1,2,203,46,75,25.55,0,1,0,28.07,3,2022,1,1,5,1,1,-2.5199999999999996,0.8789129686962505,25.55,2.6710526315789473,128,0,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
3,17,3,3,143,8,27,16.73,5,0,1,18.79,1,2022,1,1,5,1,1,-2.0599999999999987,0.8453764527539162,15.8935,5.107142857142857,116,5,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
3,18,3,3,359,172,125,71.2,15,1,1,73.85,1,2022,1,1,5,1,1,-2.6499999999999915,0.9512358049432199,60.52,2.8492063492063493,234,15,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
3,19,0,3,211,68,37,11.5,20,2,0,9.26,3,2022,1,1,5,1,1,2.24,1.1208576998050683,9.200000000000001,5.552631578947368,174,0,1,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
4,0,4,3,111,77,60,70.33,10,0,0,70.29,3,2022,1,1,5,1,1,0.03999999999999204,0.9865338757188945,63.297,1.819672131147541,51,0,0,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
4,1,0,3,415,298,107,57.15,5,2,1,60.71,0,2022,1,1,5,1,1,-3.5600000000000023,0.9261059795819154,54.2925,3.8425925925925926,308,5,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
4,2,1,1,384,64,26,36.17,5,3,0,40.93,1,2022,1,1,5,1,1,-4.759999999999998,0.86262818984021,34.3615,14.222222222222221,358,0,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
4,3,2,3,436,300,174,50.77,15,2,1,54.7,1,2022,1,1,5,1,1,-3.9299999999999997,0.9114901256732496,43.1545,2.4914285714285715,262,15,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
4,4,0,3,180,21,47,92.86,15,1,1,96.3,3,2022,1,1,5,1,1,-3.4399999999999977,0.9543679342240493,78.931,3.75,133,15,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
4,5,3,1,185,176,163,60.76,20,0,0,61.15,2,2022,1,1,5,1,1,-0.39000000000000057,0.9776347546259051,48.608000000000004,1.1280487804878048,22,0,1,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
4,6,0,2,292,131,140,46.47,15,2,0,50.84,2,2022,1,1,5,1,1,-4.3700000000000045,0.896412037037037,39.4995,2.0709219858156027,152,0,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
4,7,4,3,478,317,197,34.08,5,2,1,30.44,3,2022,1,1,5,1,1,3.639999999999997,1.0839694656488548,32.376,2.414141414141414,281,5,0,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
4,8,3,3,182,97,27,87.81,5,2,0,85.45,1,2022,1,1,5,1,1,2.3599999999999994,1.0157316367842684,83.4195,6.5,155,0,0,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
4,9,0,0,87,8,141,37.04,10,1,1,36.87,2,2022,1,1,5,1,1,0.1700000000000017,0.9780829152363348,33.336,0.6126760563380281,-54,10,0,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
4,10,3,3,427,104,128,54.12,10,1,1,53.03,2,2022,1,1,5,1,1,1.0899999999999963,1.0016657412548584,48.708,3.310077519379845,299,10,0,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
4,11,1,3,245,87,188,67.64,15,3,0,63.53,2,2022,1,1,5,1,1,4.109999999999999,1.0481946381527971,57.494,1.2962962962962963,57,0,0,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
4,12,2,2,317,238,95,82.18,5,0,0,87.09,2,2022,1,1,5,1,1,-4.909999999999997,0.9329095243500966,78.071,3.3020833333333335,222,0,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
4,13,1,2,325,171,43,42.62,20,0,1,42.01,0,2022,1,1,5,1,1,0.6099999999999994,0.990932341315973,34.096,7.386363636363637,282,20,1,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
4,14,2,3,411,250,119,11.54,10,0,0,11.27,1,2022,1,1,5,1,1,0.2699999999999996,0.9405052974735126,10.386,3.425,292,0,0,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
4,15,0,2,71,11,32,16.3,5,3,0,17.98,3,2022,1,1,5,1,1,-1.6799999999999997,0.8587987355110643,15.485,2.1515151515151514,39,0,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
4,16,1,0,388,371,98,98.31,15,3,1,102.42,1,2022,1,1,5,1,1,-4.109999999999999,0.9505898278862889,83.5635,3.919191919191919,290,15,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
4,17,2,3,161,107,66,48.96,10,2,1,50.03,1,2022,1,1,5,1,1,-1.0700000000000003,0.9594356261022927,44.064,2.4029850746268657,95,10,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
4,18,3,2,235,106,124,88.22,5,1,0,91.16,1,2022,1,1,5,1,1,-2.9399999999999977,0.957248263888889,83.809,1.88,111,0,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
4,19,1,2,108,101,52,11.04,10,2,1,9.14,0,2022,1,1,5,1,1,1.8999999999999986,1.088757396449704,9.936,2.0377358490566038,56,10,0,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
0,0,3,3,116,81,104,27.95,10,0,0,30.89,1,2022,1,2,6,1,1,-2.9400000000000013,0.8764502978990278,25.155,1.1047619047619048,12,0,0,0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
0,1,0,3,416,163,79,19.78,15,0,0,18.76,1,2022,1,2,6,1,1,1.0199999999999996,1.0010121457489878,16.813,5.2,337,0,0,1,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
0,2,0,2,488,464,163,70.99,10,2,0,72.93,2,2022,1,2,6,1,1,-1.940000000000012,0.9602326525091301,63.891,2.975609756097561,325,0,0,0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
0,3,3,0,248,116,107,49.56,5,2,0,50.46,2,2022,1,2,6,1,1,-0.8999999999999986,0.9630781189273222,47.082,2.2962962962962963,141,0,0,0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
0,4,1,0,238,200,40,23.76,15,3,1,19.19,2,2022,1,2,6,1,1,4.57,1.1768202080237742,20.196,5.804878048780488,198,15,0,1,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
0,5,2,0,471,58,32,47.56,0,2,1,46.82,2,2022,1,2,6,1,1,0.740000000000002,0.9945629443747387,47.56,14.272727272727273,439,0,0,1,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
0,6,1,1,178,56,149,17.1,5,2,1,17.0,0,2022,1,2,6,1,1,0.10000000000000142,0.9500000000000001,16.245,1.1866666666666668,29,5,0,1,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
0,7,0,0,92,74,121,58.89,5,0,0,61.56,0,2022,1,2,6,1,1,-2.6700000000000017,0.9413363171355499,55.945499999999996,0.7540983606557377,-29,0,0,0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
0,8,4,2,99,54,182,99.76,20,0,0,95.61,1,2022,1,2,6,1,1,4.150000000000006,1.0326053203602112,79.808,0.5409836065573771,-83,0,1,1,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
0,9,0,1,171,39,163,11.44,5,3,0,12.71,2,2022,1,2,6,1,1,-1.2700000000000014,0.8344274252370532,10.867999999999999,1.0426829268292683,8,0,0,0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
0,10,2,0,215,12,173,53.84,0,0,1,53.79,1,2022,1,2,6,1,1,0.05000000000000426,0.982661069538237,53.84,1.235632183908046,42,0,0,1,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
0,11,2,0,281,56,187,57.84,5,2,1,60.99,2,2022,1,2,6,1,1,-3.1499999999999986,0.9330537183416681,54.948,1.4946808510638299,94,5,0,0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
